Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;101,906867980957;-56,2843620300293;238,9772;28,39621;7;108;False
2;101,41828918457;-61,7514805436134;234,9387;27,86004;8;106,5;False
3;101,896133422852;-58,3581502497196;235,0138;27,80615;8;106,5;False
4;101,36181640625;-48,0674448013306;235,2422;27,92133;8;106,5;False
5;101,160934448242;-46,7446257829666;235,0426;27,91447;8;106,5;False
6;101,787887573242;-54,2729662656784;235,0601;27,82947;8;106,5;False
7;101,622398376465;-56,8607993602753;238,8894;28,42096;7;108;False
8;101,555480957031;-49,2010371387005;230,8226;26,91141;8;109,5;False
9;101,378303527832;-52,474577999115;230,8618;26,94275;8;109,5;False
10;101,432579040527;-60,1880003213882;234,4613;27,77414;8;106,5;False
11;101,418327331543;-56,2021814882755;230,8575;26,93646;8;109,5;False
12;101,631927490234;-56,887402176857;230,7101;26,88123;8;109,5;False
13;101,450523376465;-61,4453231215477;234,9194;27,85211;8;106,5;False
14;101,572288513184;-55,8982184708118;230,7846;26,90247;8;109,5;False
15;101,750961303711;-51,9734966397285;238,9043;28,4054;7;108;False
16;101,651268005371;-61,0173765063286;234,9148;27,82312;8;106,5;False
17;101,561279296875;-58,1159634828567;230,7058;26,89026;8;109,5;False
18;101,543617248535;-60,8071672558784;230,7076;26,89301;8;109,5;False
19;103,166366577148;-54,3094678640366;230,6557;27,38824;7;99;False
20;103,749221801758;-54,1565483510494;230,3116;27,24652;7;99;False
21;103,720596313477;-52,390075814724;230,2189;27,23425;7;99;False
22;112,373611450195;-49,2401955962181;240,988;29,29114;6;79,5;False
23;112,450126647949;-64,5523540377617;240,9818;29,27905;6;79,5;False
24;112,36580657959;-62,5943448662758;240,9926;29,29309;6;79,5;False
25;112,270431518555;-53,6918415129185;240,9939;29,30701;6;79,5;False
26;112,830238342285;-54,458130222559;240,9877;29,22559;6;79,5;False
27;112,252426147461;-47,967063832283;240,9924;29,30933;6;79,5;False
