Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,656,102,70496224463,656,69,57146,8,143,5,True
2,656,139,814432619512,656,68,98825,8,143,5,True
