Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;-12,6835441589355;-79,8178155899048;136,3585;22,93281;8;152;False
2;105,631759643555;-55,0672301769257;265,7564;31,74512;7;120;False
3;106,911666870117;-62,3273408651352;296,1775;35,22469;8;144;False
4;118,18790435791;-41,0481356620789;367,2118;41,76427;8;203,5;False
5;97,7977523803711;-69,1995365142822;334,1633;37,87502;7;217,5;False
6;88,4564895629883;-60,5010225296021;311,4473;39,21658;6;165;False
7;169,758682250977;-62,3923748970032;405,7981;44,28619;8;157,5;False
8;139,836959838867;-50,564662361145;436,8297;52,29337;7;188;False
9;145,066879272461;-66,8721916198731;373,5908;43,44391;8;143;False
10;121,188163757324;-78,2814728975296;300,0568;34,79626;8;130,5;False
11;2219,51708984375;66,8617340087891;656;74,60651;7;186;True
12;91,3964996337891;-68,7317533493042;267,6525;30,1709;7;175;False
13;107,334945678711;-63,8149654388428;334,8025;37,94592;8;199;False
14;144,525695800781;-75,3685857534409;405,8996;49,99182;7;136,5;False
15;122,4130859375;-52,8044493198395;315,0012;35,49274;7;154,5;False
16;118,234451293945;-44,9549842834473;297,9502;31,31403;8;179,5;False
17;113,393859863281;-53,6030321121216;336,5707;40,55432;8;157;False
18;104,799926757813;-74,7804175376892;303,5398;34,29071;7;178,5;False
19;2226,02612304688;29,9942224979401;656;73,1925;7;189,5;True
20;139,748001098633;-51,0129065036774;406,0677;48,8916;7;160;False
21;105,185333251953;-66,5906578063965;334,6567;37,71643;6;206;False
22;145,242294311523;-17,0047242164612;404,8443;45,28601;7;191,5;False
23;159,716125488281;-53,2956569671631;471,9391;58,11389;7;157;False
24;42,0824661254883;-63,4533238172531;228,3076;30,18433;7;176,5;False
25;150,727188110352;-63,8329421758652;0,7078497;0,01965332;8;204;False
26;89,7950286865234;-65,1782386779785;301,1978;36,0708;7;179;False
27;142,005233764648;-20,4872029304504;545,2025;71,99182;7;192,5;False
28;148,27326965332;-67,6722694635391;374,2195;40,70886;8;173,5;False
29;2253,92919921875;49,3039128303528;656;70,66138;7;163,5;True
30;74,4470901489258;-49,0413391113281;302,4118;38,06531;8;186,5;False
