Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;76,0620574951172;54,4678588676453;239,0623;28,92806;6;116;False
2;76,0653381347656;47,2468730163574;239,0885;28,88599;6;116;False
3;76,1129760742188;47,0676354026794;239,4696;28,98687;6;116;False
4;76,1159896850586;46,8982779884338;239,4937;28,99333;6;116;False
5;76,0625686645508;46,6712308311462;239,0663;28,7803;6;116;False
6;76,0674819946289;47,6695815467834;239,1057;28,95163;6;116;False
7;76,105224609375;47,3998113822937;239,4076;28,97833;6;116;False
8;76,2866821289063;47,4373017311096;251,8412;37,23804;8;152,5;False
9;76,0997161865234;47,0774124526978;239,3635;28,82922;6;116;False
10;76,1184005737305;46,9590120124817;239,513;29,01318;6;116;False
11;76,0659790039063;46,9413026428223;239,0936;28,9361;6;116;False
12;78,5433120727539;48,4083134651184;285,3354;5,065735;8;257,5;False
13;78,3876113891602;46,6387197303772;284,0898;27,58289;8;257,5;False
14;76,0695724487305;46,6588714408875;239,1223;28,95319;6;116;False
15;76,1050796508789;47,0881816101074;239,4064;28,98077;6;116;False
16;76,0528335571289;47,6521992874146;238,9884;28,92639;6;116;False
17;76,050651550293;47,3569091796875;238,971;28,7608;6;116;False
18;76,0703353881836;47,3460679626465;239,1284;28,94385;6;116;False
19;76,072998046875;47,8611241531372;239,1497;28,95081;6;116;False
20;76,0757293701172;47,2292308616638;239,1716;28,76782;6;116;False
21;76,0556640625;47,1619966316223;239,0111;28,90002;6;116;False
22;76,07177734375;47,7410378265381;239,14;29;6;116;False
23;76,0653076171875;47,7881623077393;239,0882;28,8999;6;116;False
24;76,071174621582;47,5355338478088;239,1352;28,90002;6;116;False
25;76,1124954223633;48,5883842277527;239,4658;29;6;116;False
26;76,0660552978516;47,6967818641663;239,0942;28,90625;6;116;False
27;76,0682830810547;46,9331791305542;239,112;28,96179;6;116;False
28;76,0722122192383;47,7382890510559;239,1435;28,95276;6;116;False
29;76,1162414550781;47,5677043533325;239,4957;28,98059;6;116;False
30;76,0706558227539;47,231579246521;239,131;28,92334;6;116;False
