Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;226,535598754883;-38,9218912124634;514,8858;57,66954;8;125;False
2;186,056091308594;-14,7367496490479;441,578;50,77892;8;125;False
3;229,720657348633;-11,5967454910278;549,9813;63,64927;8;125;False
4;219,827865600586;-54,9436126708984;475,189;51,61197;7;123,5;False
5;225,090515136719;10,0278259277344;514,6857;57,87033;8;125;False
6;235,06169128418;-30,7984706878662;549,9365;62,74536;8;125;False
7;223,696487426758;-41,5659769058228;514,8965;58,26254;7;123,5;False
8;239,4658203125;-7,36346609592438;586,9246;67,42801;8;142,5;False
9;252,988037109375;-41,5480899810791;622,3661;71,76654;8;142,5;False
10;233,946411132813;-10,9846489906311;621,8893;72,79828;7;167,5;False
11;238,886154174805;5,22330968379974;620,5201;71,69397;7;167,5;False
12;2205,20043945313;88,5663424491882;656;75,99493;8;198,5;True
13;2212,69580078125;98,2906423568726;656;74,70459;8;198,5;True
14;2207,79345703125;53,5825439453125;656;75,54785;8;198,5;True
15;2208,380859375;60,1683536529541;656;75,44666;8;198,5;True
16;2206,6962890625;79,8794060468674;656;75,73694;8;198,5;True
17;2200,00390625;43,525736618042;656;76,89307;8;198,5;True
18;2206,67431640625;77,7512840270996;656;75,74072;8;198,5;True
19;2210,53857421875;101,680630779266;656;75,07532;8;198,5;True
20;2211,95532226563;56,9513177871704;656;74,83179;8;198,5;True
21;2205,05078125;49,4631958961487;656;76,02075;8;198,5;True
22;2206,55810546875;96,5094621658325;656;75,76074;8;198,5;True
23;2202,63623046875;83,2585169792175;656;76,43774;8;198,5;True
24;2206,00390625;71,7562514305115;656;75,85632;8;198,5;True
25;2211,11938476563;186,152333450317;656;74,97546;8;198,5;True
26;2206,92211914063;200,986293506622;656;75,698;8;198,5;True
27;2208,9658203125;170,256690645218;656;75,34595;8;198,5;True
28;2213,669921875;196,671936416626;656;74,53735;8;198,5;True
29;2209,4892578125;168,357381439209;656;75,25586;8;198,5;True
