Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;132,718490600586;-55,7168678283691;300,4825;34,68224;8;110;False
2;125,162551879883;20,9540980100632;300,6939;35,84913;8;110;False
3;126,922210693359;3,99774837493896;300,6236;35,5719;8;110;False
4;2083,75439453125;113,988642311096;656;96,65131;8;209;True
5;2044,97534179688;65,3138187408447;648,3966;98,0777;8;209;True
6;1557,85241699219;48,8282536506653;481,3682;63,27472;8;209;True
7;1226,34045410156;34,4391082763672;370,4272;42,40372;8;209;True
8;2110,453125;90,0568817138672;656;91,81238;8;209;True
9;2123,1328125;139,68684835434;656;89,53131;8;209;True
10;1554,48608398438;78,9427327394485;481,4496;63,90912;8;209;True
11;1228,0810546875;63,9373611450195;374,6514;44,88947;8;209;True
12;1643,4619140625;72,3818135261536;513,5704;71,3421;8;209;True
13;1670,95434570313;62,3512071371078;519,8961;71,06769;8;209;True
14;2122,98950195313;113,268519115448;656;89,55701;8;209;True
15;1434,30493164063;55,4163433074951;441,1953;56,18823;8;209;True
16;1342,505859375;18,9464106559753;405,4174;47,0072;8;209;True
17;2099,02954101563;84,2055346488953;656;93,87708;8;209;True
18;2187,9990234375;170,058035826683;656;80,24512;8;184;True
19;2088,0556640625;169,133018875122;656;95,86865;8;209;True
20;2067,970703125;157,632264518738;656;99,53296;8;209;True
21;1370,3251953125;109,395790863037;405,8882;44,901;8;184;True
22;2141,986328125;155,310135650635;656;86,16174;8;209;True
23;1663,3515625;100,995409011841;518,0582;71,07996;8;209;True
24;1956,83386230469;143,41626739502;587,7344;71,86963;8;184;True
25;2255,9228515625;219,44931602478;656;70,78918;8;158;True
26;2251,14501953125;198,909585571289;656;71,59814;8;158;True
27;2255,31201171875;137,33558781147;656;70,89246;8;158;True
28;2249,76684570313;227,471074676514;656;71,83203;8;158;True
29;2254,32104492188;296,726668357849;656;71,06006;8;158;True
30;2251,33349609375;177,114414787292;656;69,33008;8;184,5;True
