Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;87,9092330932617;-40,8273664951324;239,6206;29,79973;8;118;False
2;88,0057220458984;-45,5998794078827;239,7159;29,8028;8;118;False
3;88,9980926513672;-48,0460071563721;238,2832;29,40277;8;118;False
4;90,8348693847656;-35,1061501502991;224,2021;25,58952;7;133,5;False
5;90,207160949707;-56,999686050415;223,9136;25,62474;7;133,5;False
6;89,3359451293945;-38,5018723487854;223,7607;25,71645;7;133,5;False
7;90,5129928588867;-51,4309968948364;224,1487;25,62386;7;133,5;False
8;88,1483154296875;-52,5326004266739;239,6386;29,76825;8;118;False
9;88,9702453613281;-50,8409078598022;238,2776;29,40579;8;118;False
10;90,4909133911133;-53,4463544845581;224,0834;25,6156;7;133,5;False
11;90,2049331665039;-42,8351630687714;224,0461;25,64789;7;133,5;False
12;88,8017807006836;-70,5168092727661;238,6375;29,49445;8;118;False
13;90,5013885498047;-32,8435545444489;224,208;25,63565;7;133,5;False
14;89,9320602416992;-34,0912315368652;224,0084;25,67834;7;133,5;False
15;88,159065246582;-80,7649347305298;239,6299;29,76514;8;118;False
16;90,3847579956055;-49,8433189630508;224,0847;25,63019;7;133,5;False
17;90,8269271850586;-65,4754488706589;224,1499;25,5816;7;133,5;False
18;89,9932708740234;-41,4317614555359;224,0749;25,68152;7;133,5;False
19;90,7541198730469;-55,2096191883087;224,2061;25,60114;7;133,5;False
20;90,9109725952148;-58,5258577346802;224,218;25,58197;7;133,5;False
21;90,1818618774414;-69,2161499023437;223,8981;25,62549;7;133,5;False
22;87,9938659667969;-47,1747320175171;239,7131;29,80402;8;118;False
23;88,968132019043;-58,3297304153442;238,2891;29,40814;8;118;False
24;88,0552291870117;-41,236617732048;239,7212;29,79657;8;118;False
25;87,9588928222656;-75,9409572601318;239,7127;29,80902;8;118;False
26;87,937629699707;-39,2749505996704;239,704;29,81055;8;118;False
27;88,9082489013672;-51,9727774143219;238,3237;29,42297;8;118;False
28;88,0266418457031;-49,7539500236511;239,6453;29,78711;8;118;False
29;87,9880447387695;-73,6326426506043;239,6072;29,78589;8;118;False
30;88,6521377563477;-56,1014284133911;238,7715;29,54004;8;118;False
