Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;75,6822204589844;57,0466384506226;241,2901;29,45114;6;116,5;False
2;77,1393356323242;57,223247756958;232,688;28,9025;5;151;False
3;77,8583450317383;57,3596842575073;243,2938;29,83097;5;174,5;False
4;76,1455001831055;57,8910444641113;224,4211;55,15413;5;162,5;False
5;77,5228424072266;58,5351266860962;255,1905;35,70496;6;85,5;False
6;77,5842514038086;59,5227037811279;230,8872;31,29227;5;108;False
7;77,7449645996094;60,0379810333252;236,2732;28,27216;5;134;False
8;76,8623123168945;59,5010553741455;226,3567;40,57932;5;126,5;False
9;77,237922668457;60,2035609817505;230,9122;27,51633;5;132;False
10;76,8447952270508;59,0818890762329;230,4693;27,2807;5;156;False
11;77,1902313232422;61,0132349777222;227,8917;27,61804;5;114,5;False
12;77,3710632324219;59,985468711853;228,0284;33,93323;5;103;False
13;76,6523208618164;58,2153371047974;222,2945;40,10455;5;113;False
14;78,8944931030273;59,7971795272827;224,0237;43,20068;4;160,5;False
15;76,7314758300781;59,6511120223999;251,2739;34,97485;6;113;False
16;75,4144592285156;60,6794239807129;241,5922;29,79919;6;137;False
17;75,4467544555664;59,2904541778564;232,7581;29,71497;6;74;False
18;79,5825347900391;59,9505916595459;230,1774;27,86646;4;155,5;False
19;77,9895782470703;59,1550221252441;232,8328;29,02051;5;93,5;False
20;76,5607986450195;60,336618232727;226,1032;25,94202;5;145,5;False
21;77,3896331787109;58,7923682403564;231,1212;28,14722;5;123;False
22;76,9302215576172;59,1207416534424;223,2567;37,09314;5;100,5;False
23;77,0694732666016;58,7879969406128;210,4247;31,44165;4;192,5;False
24;76,0641784667969;59,2183487701416;220,4829;37,61792;5;141;False
25;77,4369049072266;59,3366082382202;227,3061;52,24426;5;93,5;False
26;75,4492492675781;58,8844504928589;235,9808;29,40662;6;96;False
27;78,3821792602539;58,28728099823;246,2065;32,07849;5;158,5;False
28;77,7210235595703;58,6082790756226;226,5135;29,43909;5;68,5;False
29;75,3580474853516;58,7306434631348;233,3973;27,61047;6;84,5;False
30;77,8079986572266;60,5668929290771;230,5083;27,19336;5;90;False
