Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;76,1893310546875;54,5076158905029;247,9845;33,39005;7;144;False
2;76,1207962036133;48,0979728317261;247,4361;65,1376;7;144;False
3;76,2072372436523;48,7559864044189;248,1277;33,37866;7;144;False
4;76,2017211914063;49,2057373809814;248,0835;33,37186;7;144;False
5;76,1787948608398;48,8484248352051;247,9001;33,29498;7;144;False
6;76,1939697265625;48,4783475112915;248,0215;33,35498;7;144;False
7;76,1833038330078;48,95694480896;247,9362;33,31595;7;144;False
8;76,1939926147461;49,3651501846313;248,0217;33,36823;7;144;False
9;76,1782608032227;48,1829628372192;247,8958;33,32727;7;144;False
10;76,1103363037109;48,0265882873535;247,3525;33,10718;7;144;False
11;76,1976623535156;48,1154398727417;248,0511;33,37732;7;144;False
12;76,1836624145508;48,6568250656128;247,9391;33,31311;7;144;False
13;76,184684753418;48,9093091583252;247,9473;33,34045;7;144;False
14;76,167839050293;48,5168701171875;247,8125;33,26074;7;144;False
15;76,1992568969727;47,9323736190796;248,0638;33,38263;7;144;False
16;76,1850433349609;48,0430137252808;247,9501;33,32892;7;144;False
17;76,1099319458008;49,925415802002;247,3492;33,10571;7;144;False
18;76,17724609375;48,9065147399902;247,8877;33,31281;7;144;False
19;76,185661315918;49,1689964675903;247,9551;33,32288;7;144;False
20;76,1959075927734;48,3642607879639;248,037;33,34229;7;144;False
21;76,0803833007813;48,3671245193481;234,0124;28,17786;5;119;False
22;76,1992721557617;48,2204518127441;248,064;33,36597;7;144;False
23;76,0902786254883;48,3197410202026;234,0917;28,13867;5;119;False
24;76,1978302001953;49,1388757324219;248,0525;33,37305;7;144;False
25;76,1874618530273;48,4508457183838;247,9695;33,31396;7;144;False
26;76,1481628417969;48,2265895462036;247,6551;33,26465;7;144;False
27;76,1158065795898;48,4427471923828;247,3962;33,1123;7;144;False
28;76,1089630126953;48,062204208374;247,3415;33,08704;7;144;False
29;76,0806579589844;48,8514302825928;234,0147;28,18213;5;119;False
30;76,1961288452148;49,1910936737061;248,0388;33,34839;7;144;False
