Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;68,1575698852539;40,4894577026367;225,9234;27,39934;4;112;False
2;68,1727447509766;32,1672143173218;226,0102;27,38077;4;112;False
3;68,2410888671875;32,2048976325989;226,4007;27,46223;4;112;False
4;68,2425537109375;32,5447023010254;226,409;27,47458;4;112;False
5;69,2453765869141;33,3087730979919;246,0801;32,7047;7;171;False
6;69,4423522949219;32,8760315513611;247,2056;33,23434;7;171;False
7;69,4382934570313;33,4382504081726;247,1824;33,19684;7;171;False
8;69,4394760131836;33,1350995254517;247,1892;33,21579;7;171;False
9;69,4385299682617;33,6082367134094;247,1838;33,25543;7;171;False
10;69,435920715332;31,6246446609497;247,1689;33,17487;7;171;False
11;69,3182678222656;33,2247680664062;246,4966;32,86169;7;171;False
12;69,4340744018555;31,4579590034485;247,1584;33,17975;7;171;False
13;69,4373016357422;32,4386631584167;247,1768;33,18329;7;171;False
14;69,0432510375977;33,1681286048889;244,9251;31,41754;7;171;False
15;69,4410858154297;32,13215883255;247,1984;33,20166;7;171;False
16;69,4425277709961;33,2754565620422;247,2067;33,22009;7;171;False
17;69,3255615234375;31,3622415351868;246,5383;32,90082;7;171;False
18;69,4375610351563;33,0767927932739;247,1783;33,20203;7;171;False
19;68,9905319213867;33,8543270301819;247,7246;34,08508;7;227;False
20;69,4331817626953;32,2001335334778;247,1533;33,1991;7;171;False
21;69,4382095336914;31,9171692466736;247,182;33,20569;7;171;False
22;69,4386672973633;33,1399087142944;247,1846;33,22205;7;171;False
23;69,4311294555664;32,7705213356018;247,1416;33,1842;7;171;False
24;69,4374237060547;34,941600818634;247,1775;33,18604;7;171;False
25;69,4400253295898;32,8695788002014;247,1924;33,19348;7;171;False
26;69,0517807006836;33,9053370285034;244,9738;31,52026;7;171;False
27;69,4383773803711;32,6563780403137;247,183;33,21118;7;171;False
28;69,4184646606445;32,8445453262329;247,0692;33,15857;7;171;False
29;69,441780090332;33,6044499588013;247,2024;33,22339;7;171;False
30;69,4305572509766;33,9989942359924;247,1382;33,172;7;171;False
