Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;126,022270202637;-33,4439797878265;374,6716;46,1868;6;149;False
2;141,039566040039;-60,3103914260864;406,0977;48,85003;6;158;False
3;108,674652099609;-58,8391184806824;241,72;27,09756;7;120;False
4;221,457946777344;-46,4437885284424;545,0712;60,8196;6;164,5;False
5;108,346984863281;-21,9341026306152;268,1662;32,32732;8;112,5;False
6;199,630874633789;-33,2933403015137;517,4669;57,47244;8;187;False
7;91,1981353759766;-71,5516559362411;474,3567;70,23685;8;158,5;False
8;122,740180969238;-67,0065629959106;335,6826;39,87439;8;145;False
9;74,5839614868164;-55,6311958312988;302,416;36,62601;8;205;False
10;137,636581420898;-37,2123995780945;370,9414;47,37323;7;102,5;False
11;126,893440246582;-66,0974045753479;437,8822;55,87024;8;173;False
12;2202,65454101563;80,2444402694702;656;76,95355;8;192,5;True
13;247,321258544922;-69,9133380174637;621,4698;71,66956;7;153;False
14;113,769653320313;-47,8328340291977;332,2961;35,69012;8;210,5;False
15;54,4164886474609;-77,3065566062927;130,4114;14,79193;7;127,5;False
16;92,9272689819336;-72,7258764505386;299,5545;33,67798;8;201;False
17;178,291412353516;-69,4296583175659;405,1146;42,81226;7;158;False
18;50,4322776794434;-64,7357259035111;279,382;36,19598;8;204;False
19;175,066436767578;-56,379811668396;406,5085;45,06665;7;138,5;False
20;60,6627578735352;-74,7600597381592;236,0292;28,05261;8;188;False
21;208,009902954102;-57,5790712118149;475,7645;51,44751;8;150,5;False
22;106,706329345703;-74,8123025417328;298,8582;35,13782;7;152;False
23;92,2775955200195;-61,4795846939087;266,4996;32,14954;8;143;False
24;2221,34350585938;66,7054877758026;656;76,27234;6;163;True
25;44,8844795227051;-85,0998256206512;277,3146;34,98376;7;226;False
26;174,883331298828;-62,7256415367126;443,5726;49,0885;7;173;False
27;168,522094726563;-46,3232378959656;513,4231;70,74109;7;84;False
28;228,112014770508;-41,6999977111816;623,4697;69,27197;6;224;False
29;2192,73583984375;55,7992408752441;656;80,24744;7;174,5;True
30;175,94026184082;-37,8088150978088;584,9219;73,92383;6;189,5;False
