Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;71,4307632446289;45,1055504226685;228,9743;27,46521;6;89;False
2;71,4174423217773;40,6020630645752;228,8855;27,29355;6;89;False
3;71,4204635620117;40,5147199249268;228,9057;27,30832;6;89;False
4;72,2678451538086;40,4623079299927;243,4615;33,56909;8;135;False
5;71,4416046142578;40,3608772277832;229,0466;27,31493;6;89;False
6;72,3998107910156;40,3450597763062;253,946;23,74867;8;239,5;False
7;71,4565277099609;40,9459027099609;250,4148;34,44064;8;269,5;False
8;71,4355163574219;39,8834823989868;250,2747;34,35263;8;269,5;False
9;71,4572601318359;40,7105411529541;250,4197;34,40756;8;269,5;False
10;71,4261016845703;41,5944730377197;250,212;34,32452;8;269,5;False
11;71,2761688232422;39,7128799057007;243,9275;31,08966;8;212;False
12;71,2743453979492;41,9191576004028;243,9153;31,05554;8;212;False
13;71,376106262207;40,8850532913208;244,5937;31,25714;8;212;False
14;71,3703842163086;41,2883462142944;244,5556;31,25067;8;212;False
15;71,3743896484375;40,6427105712891;244,5823;31,25879;8;212;False
16;71,4010162353516;41,0412111663818;250,7341;34,66083;8;277;False
17;71,5217208862305;41,3429400253296;251,5387;34,7688;8;277;False
18;71,5193328857422;41,0830893325806;251,5228;34,79279;8;277;False
19;71,5217971801758;41,3099541473389;251,5393;34,79749;8;277;False
20;71,5202713012695;40,4952772903442;251,5291;34,79297;8;277;False
21;71,5214157104492;41,3125764846802;251,5368;34,78455;8;277;False
22;71,5187149047852;41,9465940093994;251,5187;34,83289;8;277;False
23;71,5200271606445;40,9237211990356;251,5275;34,77332;8;277;False
24;71,5200805664063;40,7097344589233;251,5279;34,77527;8;277;False
25;71,4678726196289;40,3590341186523;251,1798;34,70483;8;277;False
26;71,5254364013672;42,9672859954834;251,5636;34,80322;8;277;False
27;71,5318603515625;40,0742834091187;251,6064;34,81763;8;277;False
28;71,5209884643555;39,117179069519;251,5339;34,77979;8;277;False
29;71,5652008056641;41,1772053146362;251,8286;34,92041;8;277;False
30;71,5202789306641;39,8710070037842;251,5292;34,76587;8;277;False
