Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;68,10986328125;-49,99067299366;212,2582;24,07357;7;171;False
2;73,1699752807617;-48,5519342422485;224,8245;26,43681;7;158;False
3;86,7373733520508;-43,6871541976929;239,687;29,07942;7;130,5;False
4;86,62060546875;-62,6165611028671;240,2566;29,19739;7;130,5;False
5;94,0044479370117;-43,9721520423889;234,1681;28,20573;7;114,5;False
6;94,4194793701172;-65,5393405914307;234,0143;28,11981;7;114,5;False
7;93,8284378051758;-57,1648998260498;234,3095;28,25568;7;114,5;False
8;93,7262649536133;-44,1581760406494;234,0406;28,2226;7;114,5;False
9;93,7596588134766;-45,0142763137817;234,4048;28,28229;7;114,5;False
10;94,9286346435547;-32,1794080734253;232,7981;27,30853;7;122;False
11;94,6278610229492;-41,865339756012;232,5266;27,30292;7;122;False
12;94,6465148925781;-55,6198616981506;232,6229;27,31717;7;122;False
13;94,7138900756836;-59,7037990570068;232,5286;27,29129;7;122;False
14;94,5921173095703;-32,2032726287842;232,5289;27,30829;7;122;False
15;94,6740493774414;-25,8085373878479;232,5665;27,30347;7;122;False
16;94,484245300293;-56,9278871536255;232,9041;27,38898;7;122;False
17;94,6332702636719;-67,8293646335602;232,5281;27,30243;7;122;False
18;94,5423965454102;-60,1958984851837;232,4795;27,30658;7;122;False
19;94,7479095458984;-27,5083202362061;232,7426;27,32397;7;122;False
20;94,7021789550781;-60,885816192627;232,5383;27,29462;7;122;False
21;106,389549255371;-11,5211281776428;233,3217;27,61511;8;96;False
22;106,45475769043;-46,3196884155273;233,3087;27,6037;8;96;False
23;106,577743530273;-57,4180610656738;233,3584;27,59521;8;96;False
24;106,309074401855;-41,2287294864655;233,3072;27,62384;8;96;False
25;106,490516662598;-71,9636323928833;233,3584;27,60742;8;96;False
26;106,531677246094;-58,4637734413147;233,2765;27,58728;8;96;False
27;106,164436340332;-58,4022620201111;233,1039;27,6084;8;96;False
28;106,53938293457;-39,16530418396;233,3063;27,59143;8;96;False
29;106,547576904297;-56,8656595230103;233,365;27,60059;8;96;False
30;106,58723449707;-27,9585531234741;233,3625;27,5946;8;96;False
