Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;77,7667236328125;-66,599339389801;228,9085;31,88061;8;84;False
2;79,960563659668;-55,3052711248398;223,4759;30,54565;8;84;False
3;81,636360168457;-58,7240060806274;223,6321;30,32386;8;84;False
4;81,755729675293;-67,0953910827637;223,2741;30,24033;8;84;False
5;84,8102951049805;-55,5013654470444;234,9141;28,08212;7;136,5;False
6;82,2382354736328;-46,9738354682922;235,7835;28,60065;7;136,5;False
7;84,2160339355469;-70,2408563613892;235,1705;28,21133;7;136,5;False
8;84,8862152099609;-52,0773927688599;234,8911;28,06735;7;136,5;False
9;86,0109100341797;-41,0929298639297;232,4841;27,73141;8;133;False
10;86,3087844848633;-75,0642175674438;232,4797;27,68881;8;133;False
11;86,398551940918;-34,0649763584137;232,5505;27,68866;8;133;False
12;86,4699554443359;-54,6734867095947;232,5664;27,68143;8;133;False
13;86,4308547973633;-64,4629133224487;232,4406;27,66479;8;133;False
14;86,3177337646484;-44,4848320960999;232,3524;27,66516;8;133;False
15;86,3691558837891;-55,9312501907349;232,4243;27,67059;8;133;False
16;86,4053192138672;-52,0812702178955;232,4223;27,66516;8;133;False
17;86,4815521240234;-54,5781135559082;232,5512;27,67712;8;133;False
18;86,3036346435547;-56,4371342420578;232,3488;27,6665;8;133;False
19;86,2541961669922;-51,2031538724899;232,3489;27,67346;8;133;False
20;86,4011077880859;-65,1558048248291;232,4585;27,67212;8;133;False
21;86,393684387207;-55,0467675447464;232,5633;27,69159;8;133;False
22;86,5400390625;-68,0812020301819;232,5784;27,67371;8;133;False
23;86,452522277832;-75,3141653060913;232,4582;27,66486;8;133;False
24;86,2501220703125;-68,5187253475189;232,4417;27,69037;8;133;False
25;106,942489624023;-39,2726489067078;234,109;27,2229;8;102,5;False
26;107,353813171387;-44,8936962127686;233,9976;27,14648;8;102,5;False
27;107,124000549316;-40,4051567077637;234,1575;27,20618;8;102,5;False
28;107,251502990723;-52,3416976928711;234,0115;27,16309;8;102,5;False
29;107,237419128418;-40,926142168045;234,0739;27,1759;8;102,5;False
30;107,252540588379;-53,8293310642242;234,2043;27,19653;8;102,5;False
