Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;68,1629180908203;42,4724249839783;240,4805;29,91507;8;158;False
2;68,1965789794922;37,7547882080078;240,6729;29,90415;8;158;False
3;68,4116516113281;44,2246273994446;239,9362;30,00525;8;122,5;False
4;68,3631362915039;34,9853673934937;239,659;29,87149;8;122,5;False
5;68,3465194702148;38,8463466644287;239,564;29,84778;8;122,5;False
6;68,9997100830078;45,4477192878723;246,3419;32,16371;8;177,5;False
7;69,0254135131836;37,7228337287903;246,4888;32,23599;8;177,5;False
8;69,0243148803711;39,6266787528992;246,4825;32,23904;8;177,5;False
9;69,0039672851563;35,408570098877;246,3662;32,17072;8;177,5;False
10;69,0256652832031;39,190708732605;246,4902;32,2507;8;177,5;False
11;70,432991027832;39,4152173995972;252,7325;34,80823;8;145;False
12;70,2177734375;42,7988114356995;251,5027;34,3913;8;145;False
13;71,2010192871094;41,3143248558044;256,9828;34,40137;8;142,5;False
14;71,2050476074219;37,3555779457092;257,0059;35,34943;8;142,5;False
15;71,2096862792969;36,051678943634;257,0323;35,34564;8;142,5;False
16;71,1999435424805;42,1151873588562;256,9767;35,35236;8;142,5;False
17;71,2181243896484;42,4337230682373;257,0806;34,40381;8;142,5;False
18;71,1958236694336;41,8360962867737;256,9531;35,29102;8;142,5;False
19;71,2144088745117;30,7483552932739;257,0593;34,39252;8;142,5;False
20;71,201904296875;39,6517582893372;256,9879;35,34698;8;142,5;False
21;71,199836730957;43,2618019104004;256,9761;35,35382;8;142,5;False
22;71,1912460327148;46,0761785507202;256,927;35,30927;8;142,5;False
23;71,1923217773438;39,8706412315369;256,9331;35,31494;8;142,5;False
24;71,2051010131836;35,3590680122376;257,0061;35,32837;8;142,5;False
25;71,2075271606445;45,4232583045959;257,02;35,33362;8;142,5;False
26;71,2022399902344;36,6104082107544;256,9898;35,34888;8;142,5;False
27;71,202392578125;35,382509803772;256,9907;34,47192;8;142,5;False
28;71,2036437988281;41,4554928779602;256,9978;34,46887;8;142,5;False
29;71,2198638916016;40,4563967704773;257,0905;34,47839;8;142,5;False
30;71,2111282348633;39,0344504356384;257,0406;34,69714;8;142,5;False
