Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;74,1504364013672;57,3159393692017;227,8618;38,03406;6;129,5;False
2;77,5694046020508;57,1915442276001;235,3171;27,99012;5;139,5;False
3;79,3606109619141;56,9915017318726;225,7779;36,58029;4;140,5;False
4;80,0077819824219;56,0195670318604;223,02;26,62439;4;77;False
5;77,5298919677734;58,1066369247437;236,9569;28,16165;5;153,5;False
6;77,1798095703125;57,36875;237,7439;29,12146;5;183;False
7;77,7767333984375;57,8890355682373;239,3526;27,74075;5;153;False
8;77,01171875;57,4070138168335;227,9234;35,12064;5;127;False
9;77,5305328369141;57,0584169006348;231,004;29,11804;5;112,5;False
10;77,4838485717773;58,4331629180908;234,7523;28,66125;5;141,5;False
11;79,8202133178711;57,1162265777588;230,8827;26,0188;4;144;False
12;77,5839385986328;58,6121265792847;237,2793;28,49994;5;152;False
13;77,2766342163086;58,667278137207;235,0784;28,28094;5;158;False
14;77,3355865478516;59,1215064620972;235,3045;28,49298;5;155,5;False
15;78,5604629516602;56,8780849075317;251,5504;35,69983;5;183;False
16;77,7712020874023;57,6369794464111;235,3729;28,70355;5;126;False
17;77,4152297973633;58,619206199646;235,1562;30,92657;5;149;False
18;80,4511108398438;57,458123626709;232,0318;28,42786;4;108,5;False
19;75,6755447387695;57,7271714401245;242,8949;30,73157;6;128;False
20;76,893440246582;58,58763256073;224,4876;42,1283;5;111,5;False
21;81,1970367431641;58,0937012863159;240,9445;29,40955;4;118,5;False
22;76,4900360107422;59,5821598815918;225,6862;41,74634;5;147,5;False
23;77,6232147216797;58,4493891906738;238,6895;29,21863;5;159;False
24;78,3718490600586;57,8675238800049;247,8474;33,69775;5;170,5;False
25;76,7026062011719;56,6947077178955;225,1956;30,12805;5;129,5;False
26;77,6927871704102;57,5754224395752;239,7486;29,03394;5;161,5;False
27;74,9535598754883;58,1991921615601;239,2361;29,44958;6;152,5;False
28;76,3352203369141;57,5889723587036;235,1846;28,67053;5;223,5;False
29;74,5227127075195;56,8976187896729;228,2416;29,76587;6;106,5;False
30;76,5583114624023;57,9691146850586;221,9358;39,46851;5;117;False
