Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;149,270309448242;-43,1954291343689;337,2596;35,79035;8;150;False
2;261,716979980469;5,67385063171387;551,6259;58,64944;8;125;False
3;263,417388916016;-20,0243564605713;551,6052;58,36819;8;125;False
4;260,131561279297;-41,7019930839539;551,2358;58,8372;8;125;False
5;244,055770874023;1,02138977050781;552,3032;61,68462;8;125;False
6;255,269012451172;-10,5104413986206;587,3486;66,31555;8;125;False
7;262,121856689453;-4,19108257293701;551,4565;58,55237;8;125;False
8;266,38427734375;35,037949180603;625,8851;71,63257;8;125;False
9;240,739364624023;2,15070760250092;551,4672;62,08167;8;125;False
10;2242,85620117188;222,043734288216;656;73,69153;7;150;True
11;2242,45776367188;128,17189655304;656;73,7597;7;150;True
12;2239,65380859375;189,231669616699;656;74,23993;7;150;True
13;2242,47265625;211,517139720917;656;73,75714;7;150;True
14;2243,12817382813;176,967442512512;656;73,64502;7;150;True
15;2238,96362304688;162,388771533966;656;74,35828;7;150;True
16;2238,08276367188;149,769078445435;656;74,5094;7;150;True
17;2238,31958007813;203,883776664734;656;74,46875;7;150;True
18;2238,09765625;108,917338752747;656;74,50684;7;150;True
19;2242,111328125;190,065143299103;656;73,81897;7;150;True
20;2240,99267578125;198,579315185547;656;74,0105;7;150;True
21;2243,353515625;180,797366189957;656;73,60645;7;150;True
22;2241,64208984375;172,510888528824;656;73,89929;7;150;True
23;2239,39282226563;215,274177360535;656;74,28467;7;150;True
24;2243,90478515625;244,546876525879;656;73,51221;7;150;True
25;2254,45458984375;286,04967880249;656;72,01245;8;146,5;True
26;2254,47607421875;235,785646057129;656;72,00879;8;146,5;True
27;2254,8359375;207,955842113495;656;71,94763;8;146,5;True
28;2254,23901367188;207,630777168274;656;72,04907;8;146,5;True
29;2254,572265625;213,960276699066;656;71,99243;8;146,5;True
30;2252,0283203125;204,029977941513;656;72,42505;8;146,5;True
