Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;72,2557144165039;48,4533801269531;239,7892;29,0933;7;112,5;False
2;72,2407684326172;41,6018824005127;239,6896;29,00951;7;112,5;False
3;72,1991653442383;42,3285065078735;239,4122;28,99245;7;112,5;False
4;72,671989440918;40,1824839782715;256,312;32,64615;8;245,5;False
5;72,6559524536133;42,7331987380981;256,2051;32,78708;8;245,5;False
6;72,666259765625;40,7147431182861;256,2738;32,77161;8;245,5;False
7;72,6671752929688;40,867318687439;256,2799;32,82718;8;245,5;False
8;72,7916030883789;39,8301759338379;237,6685;27,89017;5;136;False
9;72,6784515380859;39,9344047546387;256,3551;32,77814;8;245,5;False
10;72,6610336303711;41,7753800582886;256,239;32,75269;8;245,5;False
11;72,6682968139648;42,0595719528198;256,2874;32,81024;8;245,5;False
12;72,6689300537109;39,7814528274536;256,2916;32,71161;8;245,5;False
13;72,6702575683594;42,6229993057251;256,3004;32,83093;8;245,5;False
14;72,6613616943359;42,1425314712524;256,2411;32,74066;8;245,5;False
15;72,6623611450195;39,7599119186401;256,2478;32,73639;8;245,5;False
16;72,6652679443359;40,2187282180786;256,2672;32,75232;8;245,5;False
17;72,6551208496094;40,5311285018921;256,1995;32,75854;8;245,5;False
18;72,6615524291992;40,6869755554199;256,2424;32,78992;8;245,5;False
19;72,6688003540039;39,9236330795288;256,2907;32,70044;8;245,5;False
20;87,0881195068359;41,1722649002075;353,9821;25,96765;8;262,5;False
21;72,6690139770508;40,6397148513794;256,2921;32,72339;8;245,5;False
22;72,6773452758789;41,4033609008789;256,3477;32,63074;8;245,5;False
23;72,6555862426758;39,3867885971069;256,2027;32,74683;8;245,5;False
24;72,6561584472656;40,4784572219849;256,2064;32,9231;8;245,5;False
25;72,6668930053711;39,5689590454102;256,278;32,77441;8;245,5;False
26;72,657829284668;40,164782333374;256,2176;32,78394;8;245,5;False
27;72,6646728515625;40,805392074585;256,2632;32,7489;8;245,5;False
28;72,6669387817383;40,7747880554199;256,2783;32,77307;8;245,5;False
29;72,6667938232422;40,493090133667;256,2773;32,79028;8;245,5;False
30;72,6713256835938;41,4350874328613;256,3076;32,70874;8;245,5;False
