Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;0,200000002980232;0,14333333671093;168,9084;27,93005;5;159,5;False
2;0,200000002980232;0,158452385663986;196,525;30;5;159,5;False
3;0,333333343267441;0,189702384918928;2,763829;10;3;130;False
4;0,333333343267441;0,190178575366735;3,417521;10;3;130;False
5;0,333333343267441;0,192738098651171;3,417579;10;3;130;False
6;0,333333343267441;0,203571432083845;3,417502;10;3;130;False
7;0,333333343267441;0,200059527158737;3,417579;10;3;130;False
8;0,333333343267441;0,180357147753239;3,417503;10;3;130;False
9;0,333333343267441;0,20113095715642;3,417516;10;3;130;False
10;0,333333343267441;0,20273809954524;3,417512;10;3;130;False
11;0,333333343267441;0,192321433871984;3,417502;10;3;130;False
12;0,333333343267441;0,199345242232084;3,417497;10;3;130;False
13;0,333333343267441;0,17119048088789;3,417521;10;3;130;False
14;0,333333343267441;0,181666672229767;3,402127;10;3;130;False
15;0,333333343267441;0,182976195216179;3,417514;10;3;130;False
16;0,333333343267441;0,183095242083073;3,417502;10;3;130;False
17;0,333333343267441;0,191547624021769;3,417512;10;3;130;False
18;0,333333343267441;0,199107147753239;3,417588;10;3;130;False
19;0,333333343267441;0,186666671931744;3,417511;10;3;130;False
20;0,333333343267441;0,195714290440083;3,417528;10;3;130;False
21;0,333333343267441;0,207976194471121;3,417547;10;3;130;False
22;0,333333343267441;0,196011908352375;3,432834;10;3;130;False
23;0,333333343267441;0,18589286133647;3,417497;9,999756;3;130;False
24;0,333333343267441;0,214761908352375;3,402117;10;3;130;False
25;0,333333343267441;0,178333338350058;3,402153;10;3;130;False
26;0,333333343267441;0,182500004768372;3,448171;10;3;130;False
27;0,333333343267441;0,186904766410589;3,417513;10;3;130;False
28;0,333333343267441;0,167916671186686;3,417502;10;3;130;False
29;0,333333343267441;0,182083338499069;3,417561;10;3;130;False
30;0,333333343267441;0,191369052231312;3,402133;10;3;130;False
