Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;579,890014648438;87,1116455685347;241,2868;30,99786;7;138;False
2;593,904663085938;68,9862610280514;241,7389;31,16462;7;138;False
3;593,822387695313;73,3837741512805;241,7362;31,13194;7;138;False
4;567,583862304688;73,14398507718;240,8898;30,95836;7;138;False
5;599,724304199219;92,0834267370403;241,9266;31,17436;7;138;False
6;591,879699707031;93,1834340374917;241,6735;31,13818;7;138;False
7;583,939086914063;85,4975948104635;241,4174;31,06836;7;138;False
8;596,77880859375;85,6687558209524;241,8316;31,05899;7;138;False
9;676,597534179688;90,6843691979069;244,4064;32,56607;8;123,5;False
10;704,6728515625;107,034895956016;245,312;32,90448;8;123,5;False
11;704,726745605469;100,999674361362;245,3138;32,89618;8;123,5;False
12;702,469482421875;96,4497505288571;245,241;32,86328;8;123,5;False
13;702,469482421875;103,669870170671;245,2658;32,87781;8;123,5;False
14;830,74609375;117,720202014595;249,3789;34,19147;8;215;False
15;818,62109375;122,96681037657;248,9878;33,44458;8;215;False
16;814,288208007813;115,068398304097;248,848;33,34192;8;215;False
17;819,547729492188;133,653597197868;249,0177;33,4494;8;215;False
18;811,077819824219;113,300381092262;248,7444;33,30066;8;215;False
19;819,2421875;119,619676680863;249,0078;33,45007;8;215;False
20;804,629089355469;128,668472184055;248,5364;33,2326;8;215;False
21;815,098510742188;124,334203987708;248,8741;33,37762;8;215;False
22;823,734497070313;125,179215696268;249,1527;33,51642;8;215;False
23;794,198974609375;131,246668250486;248,2;33,8407;8;195;False
24;794,193725585938;144,050692615658;248,1998;33,8468;8;195;False
25;1050,88317871094;141,343796847202;256,4801;33,40112;8;147;False
26;1052,76586914063;125,741163620725;256,5408;33,05957;8;147;False
27;1051,76013183594;133,552210204303;256,5084;33,09485;8;147;False
28;1052,50854492188;159,495563323307;256,5325;33,06116;8;147;False
29;1052,96069335938;131,620892805792;256,5471;33,06567;8;147;False
30;1053,10168457031;146,330547518283;256,5517;33,08545;8;147;False
