Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;88,1711196899414;-51,0609369695187;236,7874;28,61014;6;127;False
2;99,2968139648438;-45,1704861462116;224,8651;25,57364;6;118,5;False
3;101,826751708984;-55,9715476632118;232,0969;27,51391;8;103,5;False
4;102,407646179199;-59,8036337673664;232,245;27,45865;8;103,5;False
5;102,285705566406;-58,6696538865566;232,1818;27,46461;8;103,5;False
6;102,46573638916;-66,2460232436657;232,12;27,42862;8;103,5;False
7;102,323654174805;-63,8336348176002;232,0672;27,43921;8;103,5;False
8;102,577903747559;-61,7438723921776;233,059;27,57764;8;103,5;False
9;102,996826171875;-53,0940366029739;231,1771;27,18948;8;103,5;False
10;102,409057617188;-60,1208386778832;231,1579;27,26794;8;103,5;False
11;105,578094482422;-41,9058157682419;224,1483;24,44916;7;121;False
12;104,617820739746;-61,956343048811;225,9183;24,87506;7;121;False
13;105,880523681641;-59,543820142746;225,3418;24,6109;7;121;False
14;105,575744628906;-57,1614026546478;227,3587;24,99249;7;121;False
15;106,31079864502;-61,5874788999557;228,4686;25,08331;7;121;False
16;105,096496582031;-70,4447445690632;226,1244;24,84668;7;121;False
17;105,497695922852;-63,4303648531437;228,228;25,15039;7;121;False
18;105,894874572754;-59,3492165565491;224,2751;24,42902;7;121;False
19;106,30793762207;-54,1133099317551;226,373;24,72888;7;121;False
20;104,634765625;-62,3614367902279;221,5944;26,39526;7;87,5;False
21;105,029914855957;-48,9733637690544;227,6544;25,11511;7;121;False
22;105,791618347168;-53,9666005909443;224,5564;24,48999;7;121;False
23;104,434265136719;-54,6312884032726;221,4813;26,4032;7;87,5;False
24;105,900535583496;-61,5837402105331;226,7928;24,85364;7;121;False
25;106,002708435059;-43,0890034675598;225,0251;24,54138;7;121;False
26;105,744873046875;-54,0913672327995;224,2009;24,43616;7;121;False
27;105,832954406738;-55,8761350035667;225,4135;24,62927;7;121;False
28;104,304710388184;-66,5561757683754;221,5698;26,43665;7;87,5;False
29;105,725601196289;-52,6581423044205;226,8631;24,88867;7;121;False
30;104,886573791504;-50,0156975626945;221,594;26,36035;7;87,5;False
