Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;76,5163269042969;57,0037118530273;229,0015;30,25124;5;168,5;False
2;73,3344650268555;54,3834942245483;238,9972;28,87695;7;132;False
3;74,6497573852539;52,3034455871582;242,3754;29,31345;6;195;False
4;73,574836730957;53,3340083312988;227,8471;38,03918;6;169;False
5;75,3421249389648;53,1125994491577;247,3368;33,41568;6;181,5;False
6;76,7310943603516;54,7370931625366;232,8933;28,50424;5;180,5;False
7;76,7400360107422;55,163646736145;229,6396;27,44147;5;157,5;False
8;77,2921295166016;54,517008895874;235,8874;29,46066;5;162,5;False
9;77,6550140380859;52,7100401306152;236,4638;28,371;5;141,5;False
10;80,2911987304688;52,766884803772;244,5315;30,4473;4;205,5;False
11;71,1261901855469;51,3240909194946;228,9613;27,34192;8;152;False
12;76,3719177246094;54,0080403137207;218,7637;27,28674;5;108;False
13;74,1888122558594;52,7346642303467;227,8095;27,47327;6;126,5;False
14;77,2350997924805;55,6668600845337;242,0758;31,92334;5;209;False
15;74,5841293334961;52,441928024292;242,6638;30,16876;6;201,5;False
16;74,7445602416992;53,9105499267578;243,7594;30,4917;6;198;False
17;72,8598327636719;52,329035949707;235,0503;28,2995;7;137,5;False
18;76,4558029174805;53,0528847122192;234,3555;29,01764;5;209,5;False
19;72,7985000610352;52,448893699646;229,8221;29,24292;6;236;False
20;74,6824417114258;52,6460735321045;237,833;28,50214;6;161,5;False
21;73,720832824707;52,2359855270386;229,8884;27,68225;6;173;False
22;75,6645431518555;53,5539749145508;222,3005;30,78137;5;181;False
23;72,6996688842773;53,8238815307617;233,9574;28,77356;7;141;False
24;72,8021392822266;54,1885183334351;239,4879;28,22131;7;172;False
25;78,9625015258789;53,053694190979;219,8346;27,79541;4;127;False
26;73,5864791870117;55,0940891265869;243,1161;30,4436;7;143;False
27;76,0624389648438;53,2698466873169;225,698;26,00159;5;177;False
28;73,228759765625;53,2469116592407;234,0883;28,07166;7;105,5;False
29;76,7966384887695;55,1404777526855;229,0429;28,59216;5;149,5;False
30;74,5326080322266;53,8589660263061;240,2591;29,53601;6;188,5;False
