Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;73,1346282958984;48,4534490585327;235,3559;38,42682;4;136;False
2;73,2669143676758;40,9007085800171;236,2378;38,6113;4;136;False
3;73,1799087524414;40,4487978363037;235,6577;38,84312;4;136;False
4;73,2378921508789;40,9000014877319;236,0443;38,86531;4;136;False
5;72,8639526367188;40,3621109771729;257,4998;33,45642;8;244,5;False
6;73,1031951904297;41,7499228668213;235,1463;38,98114;4;136;False
7;73,2604293823242;40,8031343841553;236,1946;38,90085;4;136;False
8;73,2074279785156;40,8692087173462;235,8412;39,05844;4;136;False
9;73,1728744506836;40,870485496521;235,6109;38,4682;4;136;False
10;73,0773468017578;39,783084487915;234,974;38,66797;4;136;False
11;73,1279830932617;40,330867767334;235,3116;38,95581;4;136;False
12;73,0814666748047;40,6225646972656;235,0015;38,71912;4;136;False
13;73,2622680664063;39,82342628479;236,2068;38,84015;4;136;False
14;73,264778137207;41,3254516220093;236,2236;39,12769;4;136;False
15;73,1703491210938;41,4220181274414;235,594;38,78217;4;136;False
16;73,2422103881836;40,3885272598267;236,0731;38,84125;4;136;False
17;73,1391220092773;41,2043930435181;235,3859;38,75714;4;136;False
18;73,2303695678711;41,0527978897095;235,9942;38,89233;4;136;False
19;73,1112747192383;40,7170897293091;235,2002;38,31311;4;136;False
20;72,8523101806641;40,9312926864624;257,4222;33,82678;8;244,5;False
21;72,862190246582;40,2316660308838;257,4881;33,43774;8;244,5;False
22;72,8611297607422;40,4794473266602;257,481;33,46814;8;244,5;False
23;72,8634872436523;40,7961975860596;257,4967;33,46436;8;244,5;False
24;72,861083984375;40,1998254394531;257,4807;33,4054;8;244,5;False
25;72,8640823364258;41,4151930618286;257,5007;33,46191;8;244,5;False
26;72,8633804321289;41,6312828445435;257,496;33,46313;8;244,5;False
27;72,8410415649414;39,7043119049072;257,3471;34,19519;8;244,5;False
28;72,8639984130859;40,4164250564575;257,5002;33,43579;8;244,5;False
29;72,8571319580078;40,7479365921021;257,4544;33,70679;8;244,5;False
30;72,8543014526367;41,1087406921387;257,4355;33,49084;8;244,5;False
