Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;76,7821044921875;-64,5714674472809;232,8571;27,30445;7;158,5;False
2;75,9273986816406;-71,2555491447449;233,0558;27,45834;7;158,5;False
3;82,2532424926758;-60,2885237693787;233,0144;28,2854;7;134;False
4;83,7368392944336;-41,4301429748535;231,9039;27,87895;7;134;False
5;83,7907333374023;-53,6346014022827;231,9047;27,87149;7;134;False
6;86,5021209716797;-28,2955610275269;223,2136;25,73517;8;137,5;False
7;97,1082382202148;-46,8550838470459;238,1781;28,50989;8;114;False
8;97,0180053710938;-74,9225368022919;238,723;28,61899;8;114;False
9;97,306266784668;-41,8778224945068;238,1781;28,48181;8;114;False
10;97,0074691772461;-50,0081799507141;238,7251;28,62085;8;114;False
11;96,9355926513672;-58,3741245269775;238,6982;28,62631;8;114;False
12;96,8653869628906;-43,0474649429321;238,6955;28,6358;8;114;False
13;97,0442504882813;-23,880947971344;238,7101;28,61298;8;114;False
14;96,8926773071289;-73,3714723110199;238,6836;28,62982;8;114;False
15;97,2194519042969;-20,9551413536072;238,1917;28,49652;8;114;False
16;96,8096618652344;-34,7740455627441;238,6945;28,64355;8;114;False
17;96,8978729248047;-32,0163480997086;238,6957;28,63123;8;114;False
18;96,9277267456055;-32,9737694978714;238,7024;28,62817;8;114;False
19;97,0107192993164;-27,517009305954;238,6818;28,61273;8;114;False
20;96,810791015625;-55,9038979530335;238,6947;28,64343;8;114;False
21;96,9852066040039;-49,7331802368164;238,731;28,62506;8;114;False
22;97,0102157592773;-72,2911273002624;238,6872;28,61377;8;114;False
23;96,8722305297852;-40,2435609817505;238,6958;28,63489;8;114;False
24;96,8264694213867;-42,5685348510742;238,7008;28,64227;8;114;False
25;96,874137878418;-50,9277557134628;238,6949;28,63446;8;114;False
26;96,8201141357422;-52,9504515647888;238,6933;28,64185;8;114;False
27;96,9535369873047;-49,9472145557404;238,7011;28,62427;8;114;False
28;97,1836547851563;-55,0044201850891;238,1916;28,50159;8;114;False
29;99,7385864257813;-40,9939785957336;221,978;28,10522;7;74;False
30;99,1647796630859;-43,5397281646729;221,9152;28,17639;7;74;False
