Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;782,033752441406;99,3050425225869;247,8075;33,9516;8;113;False
2;730,719360351563;94,5997204504907;246,1522;33,56282;8;113;False
3;726,073303222656;97,6116786357015;246,0024;32,95716;8;113;False
4;778,949645996094;105,194213492051;247,7081;33,83357;8;113;False
5;725,468811035156;101,827402690426;245,9829;32,96002;8;113;False
6;725,214782714844;92,3173285810277;245,9747;32,95068;8;113;False
7;770,954162597656;95,1693152604625;247,4501;33,71628;8;113;False
8;745,630432128906;97,7809812566498;246,6332;33,30783;8;113;False
9;725,731811523438;98,1743862682022;245,9913;32,95673;8;113;False
10;725,450317382813;110,877072542906;245,9823;32,93875;8;113;False
11;725,768188476563;109,58781783171;245,9925;32,96545;8;113;False
12;887,915100097656;134,657904744381;251,2231;34,52972;8;217,5;False
13;849,932861328125;125,243398396112;249,9978;34,05988;8;217,5;False
14;915,224609375;131,410872421786;252,104;34,76611;8;217,5;False
15;911,724243164063;142,463897043187;251,9911;34,72345;8;217,5;False
16;821,081298828125;128,94988748841;249,0671;33,72327;8;217,5;False
17;914,463989257813;127,138273292966;252,0795;34,7395;8;217,5;False
18;914,486694335938;125,433039025404;252,0802;34,74329;8;217,5;False
19;912,879821777344;137,076181724388;252,0284;34,74475;8;217,5;False
20;914,858459472656;130,781102000503;252,0922;34,76288;8;217,5;False
21;915,457763671875;152,942879324732;252,1115;34,75891;8;217,5;False
22;913,497131347656;135,099051796086;252,0483;34,73352;8;217,5;False
23;900,819152832031;144,082313334756;251,6393;34,66199;8;217,5;False
24;914,994689941406;129,741779784579;252,0966;34,75488;8;217,5;False
25;914,475830078125;149,825184134021;252,0799;34,74475;8;217,5;False
26;915,196655273438;146,105647081509;252,1031;34,75293;8;217,5;False
27;946,7841796875;165,575258707698;253,1221;35,53992;6;218,5;False
28;1090,0380859375;150,473496723175;257,7432;36,29065;6;218,5;False
29;948,079345703125;141,65874413061;253,1638;35,51831;6;218,5;False
30;957,250244140625;150,856359738484;253,4597;35,62317;6;218,5;False
