Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;76,2103500366211;58,0473754501343;225,7964;35,27511;5;167,5;False
2;74,0099258422852;54,8189738464355;234,6689;30,21664;6;186;False
3;75,2558746337891;52,4641377639771;245,1662;32,53048;6;172,5;False
4;74,4659805297852;54,1583776092529;233,7789;29,46448;6;148,5;False
5;73,7061920166016;53,4405210113525;240,5705;30,8528;6;247,5;False
6;74,0654373168945;54,618900680542;227,2299;28,83066;6;131;False
7;76,0573120117188;53,6818006896973;233,2776;28,25034;5;229,5;False
8;75,8815078735352;53,0070754241943;223,2346;44,05304;5;172,5;False
9;74,8511123657227;54,0103887176514;245,9151;33,81271;6;205,5;False
10;76,5787811279297;52,6342356872559;228,8992;28,45114;5;163,5;False
11;73,3050155639648;53,4888486480713;244,2259;31,23755;7;170;False
12;73,0937881469727;52,5201984405518;227,2517;27,58081;6;198;False
13;77,3381118774414;53,5643281555176;235,8385;28,40515;5;159;False
14;73,9174957275391;52,7981198883057;246,7897;35,90118;7;145,5;False
15;72,5955352783203;52,2178827667236;239,2387;29,47552;7;184,5;False
16;74,0115432739258;52,3066135787964;237,4467;27,99854;6;205;False
17;74,6260375976563;54,8052446365356;244,6091;30,97736;6;212;False
18;77,7811660766602;53,5063262176514;238,6702;27,9809;5;148;False
19;77,2941207885742;53,4033780288696;228,3491;29,09583;5;110,5;False
20;74,1740341186523;54,1030556488037;233,9118;27,02649;6;169,5;False
21;74,1487350463867;54,1121978759766;229,9523;27,72461;6;144;False
22;75,6111526489258;54,79768409729;219,9498;27,94214;5;168,5;False
23;73,733039855957;52,0089166641235;226,0861;27,01904;6;146;False
24;74,4239120483398;52,6246839523315;235,5384;28,90552;6;163,5;False
25;72,6286087036133;52,8275555038452;233,4647;28,19885;7;142,5;False
26;75,6624984741211;52,7454792785645;250,1773;34,53857;6;179;False
27;74,0069427490234;53,3808041000366;228,6798;30,94373;6;145;False
28;74,3586578369141;53,7463959121704;232,4876;27,40967;6;147;False
29;75,5068511962891;52,4114212036133;242,0074;30,18823;6;133,5;False
30;76,7226028442383;52,7178201293945;234,2619;29,3175;5;190,5;False
