Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;75,1799087524414;-50,757078742981;233,067;29,60062;8;130;False
2;74,5380859375;-67,0986932754517;232,9647;29,67579;8;130;False
3;85,8015441894531;-25,9083320617676;234,093;27,48309;6;141;False
4;86,2425994873047;-53,9443337440491;237,0591;28,47041;8;133,5;False
5;86,3391571044922;-51,5736540317535;236,9658;28,44022;8;133,5;False
6;86,2623291015625;-67,4334337234497;237,0581;28,46744;8;133,5;False
7;86,4849548339844;-76,3534000396728;229,6586;26,99512;6;135,5;False
8;85,9688873291016;-59,2006691932678;237,3422;28,55936;8;133,5;False
9;86,3433837890625;-51,5420520782471;237,1033;28,46393;8;133,5;False
10;86,2708740234375;-53,9794036865234;237,0413;28,46326;8;133,5;False
11;86,2581329345703;-74,984357380867;237,0613;28,4686;8;133,5;False
12;86,3581314086914;-67,4823390960693;237,0297;28,44882;8;133,5;False
13;92,5928497314453;-37,2699783325195;227,8017;27,28174;7;114,5;False
14;92,6301651000977;-50,1059740781784;227,9882;27,30933;7;114,5;False
15;92,4340744018555;-45,9021428108215;227,6272;27,27325;7;114,5;False
16;92,3215103149414;-49,22392578125;227,6996;27,30176;7;114,5;False
17;92,5273361206055;-63,5784854888916;227,9882;27,32373;7;114,5;False
18;92,5197372436523;-54,0563755989075;227,7054;27,27502;7;114,5;False
19;92,2494583129883;-68,9789934158325;227,6623;27,3053;7;114,5;False
20;92,1813125610352;-47,7746068000793;227,7679;27,33344;7;114,5;False
21;92,3695068359375;-47,9795234680176;227,6507;27,28644;7;114,5;False
22;92,3610992431641;-46,027925491333;227,634;27,28467;7;114,5;False
23;92,4490737915039;-55,2903663396835;227,9225;27,32312;7;114,5;False
24;92,1960144042969;-53,3742769241333;227,7616;27,33026;7;114,5;False
25;92,3946304321289;-74,2262084960937;227,7623;27,30255;7;114,5;False
26;92,4164123535156;-52,8965162277222;227,6926;27,28723;7;114,5;False
27;92,3583679199219;-79,4794285058975;227,6637;27,29028;7;114,5;False
28;92,5182266235352;-64,6930732727051;227,725;27,27869;7;114,5;False
29;92,247314453125;-66,2505316734314;227,7944;27,32886;7;114,5;False
30;92,5168609619141;-56,7407127380371;227,8148;27,29468;7;114,5;False
