Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;113,232818603516;-33,7578895568848;335,9799;43,19013;8;122,5;False
2;118,984786987305;-42,3861740112305;336,0076;42,28051;8;122,5;False
3;123,176574707031;-29,2601703643799;336,1013;41,63621;8;122,5;False
4;121,234428405762;-48,7617993354797;336,052;41,93312;8;122,5;False
5;119,55793762207;-55,7655048370361;297,0759;32,89647;8;152,5;False
6;116,836242675781;-22,5909114837647;335,9829;42,6167;8;122,5;False
7;163,830261230469;-31,676594543457;516,9802;59,24631;7;236;False
8;122,271270751953;-43,5227472305298;441,6678;52,13873;7;236;False
9;151,715850830078;-28,8127495765686;439,9541;47,11945;7;236;False
10;170,311294555664;-77,4110954284668;440,5236;52,8598;5;128,5;False
11;166,36051940918;-32,5278007268906;481,4488;52,30432;7;236;False
12;159,132949829102;-36,9160446166992;481,0423;53,39471;7;236;False
13;231,578598022461;-12,2192898273468;549,6258;65,46368;6;99;False
14;232,158432006836;-42,6502780914307;549,6591;65,37164;6;99;False
15;232,53076171875;-30,9888767242432;549,6073;65,29883;6;99;False
16;233,227462768555;-52,7902670860291;549,6621;65,1911;6;99;False
17;238,509948730469;-29,6004957199097;549,5592;64,27924;6;99;False
18;238,557250976563;-30,922442817688;549,6348;64,2854;6;99;False
19;232,654937744141;-50,5366024971008;549,56;65,26892;6;99;False
20;2253,36694335938;93,5845261096954;656;69,32446;8;180,5;True
21;2250,060546875;75,0541570663452;656;69,88037;8;180,5;True
22;2255,03784179688;99,8594592094421;656;69,04407;8;180,5;True
23;2255,39599609375;72,7861402511597;656;68,98401;8;180,5;True
24;2253,81640625;105,202508640289;656;69,24902;8;180,5;True
25;2250,25634765625;61,5768356323242;656;69,84741;8;180,5;True
26;2251,90869140625;56,6684829711914;656;69,56946;8;180,5;True
27;2252,32983398438;60,4642461538315;656;69,49866;8;180,5;True
28;2258,89575195313;235,422687911987;656;70,37158;7;157;True
29;2263,38500976563;172,904578399658;656;69,61548;7;157;True
30;2262,10571289063;169,103282356262;656;69,83069;7;157;True
