Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;98,28440857;-45,87901111;231,2204;27,47088;6;109;False
2;104,4452286;-53,4253231;225,9273;25,50018;8;112;False
3;98,53996277;-7,916448975;231,7081;27,52077;6;109;False
4;106,2954407;-44,36006479;229,7051;25,89894;8;112;False
5;105,864357;-39,66491337;229,7334;25,96211;8;112;False
6;105,6508713;-44,57328017;229,4157;25,9364;8;112;False
7;101,8944702;-59,03502026;228,1404;26,22723;8;112;False
8;103,6878357;-16,1759501;225,6497;25,55453;8;112;False
9;104,3029785;-38,64172149;224,8023;25,32651;8;112;False
10;105,963829;-39,46499047;229,3871;25,88916;8;112;False
11;102,3541718;-21,0111165;223,8821;25,43066;8;112;False
12;104,8246689;-27,42327135;225,9166;25,44733;8;112;False
13;104,6748962;-49,61491168;225,9309;25,46991;8;112;False
14;99,45379639;-36,94613385;224,5974;25,94708;8;112;False
15;102,0593872;-35,29424095;227,6169;26,1142;8;112;False
16;106,5453262;-31,47080498;227,4777;25,48352;8;112;False
17;98,66143799;-38,96101112;228,0475;26,65497;8;112;False
18;104,3136368;-26,14118745;225,5877;25,45966;8;112;False
19;104,8587112;-42,05634766;225,6105;25,39032;8;112;False
20;106,4325333;-42,22646339;229,6021;25,86273;8;112;False
21;105,943779;-28,6935463;230,3237;26,05286;8;112;False
22;105,7147217;-46,27410903;226,9002;25,49622;8;112;False
23;106,7764282;-37,37444751;230,2081;25,92029;8;112;False
24;100,2694397;-23,45932102;226,3029;26,1311;8;112;False
25;106,6402664;-43,03238425;227,7926;25,52466;8;112;False
26;106,9366913;-26,2090785;230,3834;25,92871;8;112;False
27;104,4572601;-50,63192649;225,8325;25,4823;8;112;False
28;106,7240829;-37,72953558;229,9479;25,88269;8;112;False
29;105,6015396;-49,75082998;226,3044;25,40942;8;112;False
30;102,207428;-51,44175987;227,5524;26,08289;8;112;False
