Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;76,9257125854492;-59,957038974762;228,1798;26,81431;8;153,5;False
2;87,6503295898438;-44,9060041427612;239,68;29,23405;8;126,5;False
3;86,0454483032227;-49,2443481445313;241,9827;29,87662;8;126,5;False
4;86,15283203125;-54,9868685722351;241,9855;29,86156;8;126,5;False
5;86,0505218505859;-50,4600399017334;241,9858;29,87643;8;126,5;False
6;90,5521011352539;-43,0126437664032;214,6532;23,0869;5;147,5;False
7;90,0388336181641;-54,2235329866409;215,0022;23,21088;5;147,5;False
8;90,3689880371094;-31,0853590011597;234,9959;28,05298;8;126;False
9;90,9902038574219;-52,3286131381989;235,5566;28,06418;8;126;False
10;91,5724792480469;-67,4368724346161;236,3161;28,11584;8;126;False
11;90,8095626831055;-63,2915132761002;235,1579;28,01941;8;126;False
12;91,0645904541016;-42,0869474411011;235,5806;28,05792;8;126;False
13;90,9821548461914;-61,1871156692505;235,4795;28,05173;8;126;False
14;91,1093521118164;-57,4031051635742;239,1066;29,06622;8;120,5;False
15;91,072380065918;-57,5284952163696;234,9174;27,94006;8;126;False
16;91,0261306762695;-62,9789936065674;239,3004;29,11261;8;120,5;False
17;91,1259460449219;-53,0328052520752;239,1069;29,0639;8;120,5;False
18;91,5636291503906;-70,9560202598572;238,7142;28,93152;8;120,5;False
19;91,546257019043;-53,3326017379761;238,7157;28,93427;8;120,5;False
20;91,559196472168;-69,0685307502747;238,7268;28,93439;8;120,5;False
21;90,9499053955078;-64,8031211614609;239,1971;29,10516;8;120,5;False
22;91,0857086181641;-62,3666220664978;239,1679;29,08051;8;120,5;False
23;91,1859436035156;-48,4291174888611;239,0632;29,04755;8;120,5;False
24;90,9674758911133;-47,8602272033691;235,5663;28,06909;8;126;False
25;93,1743698120117;-32,4240587234497;226,924;28,82239;7;89,5;False
26;93,210205078125;-58,8625347137451;226,908;28,81433;7;89,5;False
27;93,0659408569336;-60,5963687419891;226,9074;28,83508;7;89,5;False
28;93,4148864746094;-53,6066848278046;232,7678;28,11243;7;113,5;False
29;93,8144073486328;-63,0518170356751;231,1481;27,7699;7;113,5;False
30;93,8190689086914;-65,5633653640747;232,2949;27,97168;7;113,5;False
