Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;68,7988433837891;38,171736240387;235,3575;29,31101;5;145;False
2;68,8036651611328;39,7520977020264;235,3851;29,27859;5;145;False
3;68,826530456543;38,6693037796021;235,5157;29,26482;5;145;False
4;68,8624877929688;38,624578037262;235,7212;29,28767;5;145;False
5;68,711669921875;39,616008720398;234,8594;29,27606;5;145;False
6;68,7211532592773;39,3166895103455;234,9135;29,20886;5;145;False
7;68,6917572021484;38,5915326881409;234,7455;29,21405;5;145;False
8;68,9369659423828;40,8380666923523;236,1468;29,36346;5;145;False
9;68,7174301147461;39,1352419471741;234,8923;29,19461;5;145;False
10;68,7128219604492;39,2195432472229;242,0489;33,02277;6;202;False
11;68,9253005981445;39,7373460769653;236,0801;29,35895;5;145;False
12;68,9587326049805;40,1303011512756;236,2711;29,39349;5;145;False
13;68,9661712646484;38,5674514198303;236,3136;29,39905;5;145;False
14;68,952766418457;39,2479008674622;236,2371;29,39288;5;145;False
15;68,818717956543;39,528493309021;245,8337;32,8811;8;187;False
16;68,951301574707;39,1068175888062;236,2287;29,32556;5;145;False
17;68,8325729370117;38,2816590881348;245,9129;32,93201;8;187;False
18;70,1475982666016;39,2298280143738;255,033;33,09094;8;216;False
19;70,1444778442383;38,6216374206543;255,0152;32,79932;8;216;False
20;70,1446762084961;38,3725323867798;255,0164;32,79675;8;216;False
21;70,1438598632813;37,777820854187;255,0117;32,83337;8;216;False
22;70,1446914672852;39,3740407371521;255,0164;32,84424;8;216;False
23;70,742805480957;40,2145086860657;255,8871;33,80249;8;170;False
24;70,7502212524414;39,9800914955139;255,9295;33,4574;8;170;False
25;70,7514190673828;40,9913391685486;255,9364;33,57019;8;170;False
26;70,7579345703125;38,6895643424988;255,9736;33,55981;8;170;False
27;70,754150390625;38,9663440895081;255,952;33,50305;8;170;False
28;70,7461395263672;39,8162490844727;255,9062;33,5575;8;170;False
29;70,7491073608398;39,0623923301697;255,9232;33,74487;8;170;False
30;70,744499206543;39,9120859909058;255,8969;33,79321;8;170;False
