Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;84,7515869140625;-57,6622011899948;216,0731;24,60744;7;139,5;False
2;96,4023513793945;-20,9046003341675;232,6194;27,80567;6;111,5;False
3;96,6408996582031;-23,7374672412872;232,4809;27,74773;6;111,5;False
4;96,6917114257813;-44,1991008520126;232,4832;27,741;6;111,5;False
5;96,7444152832031;-24,63301217556;232,4798;27,73299;6;111,5;False
6;96,5896377563477;-33,5051851511002;240,4657;29,09572;7;112,5;False
7;96,7685852050781;-43,3357684612274;240,3007;29,04083;7;112,5;False
8;96,8177795410156;-17,9100754737854;232,4962;27,72556;6;111,5;False
9;111,567321777344;-42,5908182144165;229,3866;27,66998;7;75;False
10;111,610946655273;-1,17621078491211;229,5457;27,69193;7;75;False
11;112,358680725098;-6,57523097991943;229,6185;27,59949;7;75;False
12;112,333229064941;-10,2644311904907;229,6707;27,61227;7;75;False
13;112,180770874023;-0,359110260009766;229,5973;27,62079;7;75;False
14;112,358749389648;-8,35424175262451;229,6178;27,59937;7;75;False
15;111,927688598633;-19,6616005420685;229,5712;27,65179;7;75;False
16;112,183197021484;-34,0858967781067;229,584;27,6181;7;75;False
17;112,898880004883;-24,0218872070312;238,1213;28,81415;7;78;False
18;112,856941223145;-17,4773080348969;238,0676;28,81061;7;78;False
19;112,674018859863;-28,7934855461121;238,0863;28,84003;7;78;False
20;112,631088256836;-33,4423873901367;238,0669;28,84271;7;78;False
21;112,779808044434;-38,1288305282593;238,0675;28,82159;7;78;False
22;112,713592529297;-20,0209451198578;238,0799;28,83325;7;78;False
23;120,018424987793;-30,1655205011368;237,8061;28,52783;7;67;False
24;119,987487792969;-15,2967535018921;237,735;28,51965;7;67;False
25;120,038551330566;-15,4238414764404;238,0701;28,57166;7;67;False
26;120,114547729492;-10,292183971405;238,0642;28,55981;7;67;False
27;119,953384399414;-5,13186085224152;237,9969;28,5708;7;67;False
28;119,976356506348;-29,0190101623535;237,8724;28,54553;7;67;False
29;119,987060546875;-5,06837816238403;237,7153;28,51624;7;67;False
30;118,697906494141;-21,7743791818619;236,3042;28,09607;8;72;False
