Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;524,972045898438;74,6844798129052;239,5152;30,01162;7;159,5;False
2;807,922729492188;89,1053759019822;248,6427;32,93637;7;158,5;False
3;811,699340820313;97,556993868202;248,7645;32,96799;7;158,5;False
4;811,35595703125;107,342794269091;248,7534;32,96933;7;158,5;False
5;811,611877441406;116,135515109589;248,7617;32,94861;7;158,5;False
6;811,616088867188;106,997856908292;248,7618;32,94366;7;158,5;False
7;812,626953125;112,941698493902;248,7944;35,02509;8;202;False
8;819,019897460938;106,003116748855;249,0006;34,94894;8;202;False
9;826,566467285156;148,60213699257;249,2441;35,00497;8;202;False
10;822,165954589844;114,315357009508;249,1021;34,98758;8;202;False
11;823,766174316406;124,825169301592;249,1537;35,01105;8;202;False
12;823,796447753906;125,844214586541;249,1547;35,00867;8;202;False
13;819,201538085938;105,25211072769;249,0065;34,94098;8;202;False
14;825,199890136719;122,544338531932;249,2;35,03613;8;202;False
15;874,86865234375;145,285591678508;250,8022;34,57941;8;125;False
16;945,262451171875;125,989908525907;253,073;35,33905;8;125;False
17;944,260620117188;124,949910966866;253,0407;35,29376;8;125;False
18;826,468566894531;127,564600282814;249,2409;35,02441;8;202;False
19;823,857482910156;137,170683890022;249,1567;35,01379;8;202;False
20;854,054260253906;129,064709818689;250,1308;34,34912;8;125;False
21;897,9384765625;150,858833851293;251,5464;34,85211;8;125;False
22;864,569091796875;133,507397355326;250,47;33,77209;7;198,5;False
23;864,623046875;132,593444165681;250,4717;33,76733;7;198,5;False
24;911,133422851563;123,09885889031;251,972;34,97656;8;125;False
25;864,6064453125;117,338141729683;250,4712;33,77637;7;198,5;False
26;880,417236328125;144,784598148428;250,9812;34,63916;8;125;False
27;912,573303222656;139,156539900228;252,0185;34,57263;7;230,5;False
28;874,422119140625;154,321396435983;250,7878;34,53418;8;125;False
29;873,979370117188;136,384272176214;250,7735;34,18677;7;230,5;False
30;912,018920898438;127,571009680256;252,0006;34,57532;7;230,5;False
