Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;77,8053436279297;58,5770839691162;230,9178;29,76443;5;93;False
2;79,1019515991211;60,0654035186768;225,2263;26,33526;4;154,5;False
3;75,4172286987305;59,5609661865234;238,1314;28,76094;6;113;False
4;74,9631576538086;57,4499772262573;216,4494;38,62907;5;189;False
5;75,1639862060547;58,2936767196655;234,3636;27,51749;6;104,5;False
6;77,3613815307617;59,881121711731;231,42;26,8201;5;127;False
7;80,0168838500977;58,930731086731;230,5965;27,11862;4;128,5;False
8;80,9381103515625;58,8399045562744;237,2651;28,26389;4;111;False
9;81,0954513549805;59,274760055542;226,7975;46,70538;3;109;False
10;77,3891296386719;60,0097345352173;253,926;35,48175;6;86;False
11;80,0524139404297;59,9525116729736;237,5651;28,92719;4;174;False
12;78,9322204589844;61,1671206665039;238,9889;28,82776;5;71;False
13;76,8292236328125;60,1351333236694;235,9095;28,37958;5;194,5;False
14;78,3615341186523;60,5320341491699;242,0756;29,70044;5;131,5;False
15;78,9899978637695;60,0262115478516;219,2375;44,60864;4;121;False
16;80,8838806152344;60,852427406311;237,3769;28,43628;4;115,5;False
17;78,5522155761719;60,2642721557617;241,2208;29,61023;5;112,5;False
18;77,1307373046875;58,6290559387207;225,4072;36,45447;5;101,5;False
19;78,2261276245117;60,5327933120728;235,6344;28,45752;5;96,5;False
20;78,073127746582;60,2356365966797;234,6131;27,71362;5;100;False
21;78,1314163208008;61,2707831192017;235,0507;27,40393;5;99;False
22;78,4031829833984;58,4024606323242;238,1316;28,75769;5;101,5;False
23;76,2074432373047;59,9950565719604;222,6423;42,63647;5;146;False
24;77,5328750610352;60,4473903656006;228,4111;34,39441;5;94,5;False
25;79,9896087646484;58,7967858123779;224,6551;45,22681;4;89,5;False
26;76,7929534912109;59,048242225647;225,7357;50,23352;5;127;False
27;77,7503204345703;60,673888092041;228,5507;32,56641;5;80,5;False
28;77,1990814208984;58,6073266983032;228,0529;53,25085;5;115;False
29;75,6872406005859;58,7751204681396;237,3432;28,90112;6;89;False
30;77,2548904418945;60,4226767730713;222,1429;26,64734;5;70,5;False
