Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;510,580413818359;106,150948171318;510,5804;60;6;189,5;False
2;584,216186523438;158,034454752132;584,2162;70;7;197;False
3;656;165,21236236766;656;70;8;164;True
4;656;151,339720219467;656;70;8;164;True
5;656;139,597781863809;656;70;8;164;True
6;656;134,491440242156;656;70;8;164;True
7;656;136,284236874431;656;70;8;164;True
8;656;150,784560210817;656;70;8;164;True
9;656;177,651272872463;656;70;8;164;True
10;656;147,13442932684;656;70;8;164;True
11;656;148,43198101595;656;70;8;164;True
12;656;133,395197507367;656;70;8;164;True
13;656;138,723626965284;656;70;8;164;True
14;656;112,512840017304;656;70;8;164;True
15;656;131,220758507028;656;70;8;164;True
16;656;159,547569637001;656;70;8;164;True
17;656;157,237283542193;656;70;8;164;True
18;656;136,619760819525;656;70;8;164;True
19;656;144,975035770983;656;70;8;164;True
20;656;138,808655846491;656;70;8;164;True
21;656;114,915146227926;656;70;8;164;True
22;656;143,812589416653;656;70;8;164;True
23;656;131,431069720164;656;70;8;164;True
24;656;124,247768128291;656;70;8;164;True
25;656;159,763199313357;656;70;8;164;True
26;656;161,318562414125;656;70;8;164;True
27;656;132,663406994939;656;70;8;164;True
28;656;127,299353165925;656;70;8;164;True
29;656;120,103830817342;656;70;8;164;True
30;656;105,260138577223;656;70;8;164;True
