Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;506,836395263672;97,2438592008936;238,9302;30,74229;6;83,5;False
2;488,321350097656;37,5312119623025;238,3329;29,58262;8;122;False
3;1029,7783203125;54,3550784531593;255,7993;34,97987;8;243;False
4;1031,34399414063;43,7547958976744;255,8498;35,33881;8;243;False
5;1031,6845703125;52,0182386138864;255,8608;35,87756;8;243;False
6;1031,05078125;47,8408120675789;255,8403;36,71834;8;243;False
7;1030,5791015625;52,4561684205352;255,8251;36,02231;8;243;False
8;1032,31750488281;60,8015048379699;255,8812;35,69272;8;243;False
9;1032,84545898438;46,6186046778845;255,8982;36,19531;8;243;False
10;1030,79907226563;46,3165388531003;255,8322;35,54639;8;243;False
11;1032,52990722656;48,5153949740343;255,8881;36,008;8;243;False
12;1031,00537109375;39,7240260442874;255,8389;35,81805;8;243;False
13;1031,24182128906;58,1572702520061;255,8465;36,34515;8;243;False
14;1032,83081054688;45,2151876618154;255,8978;36,0564;8;243;False
15;1030,2197265625;47,8047154119316;255,8135;36,20526;8;243;False
16;1028,38623046875;43,4483290856782;255,7544;34,54962;8;243;False
17;1031,01770019531;39,5319856309992;255,8393;35,39618;8;243;False
18;1029,77783203125;52,9266591367001;255,7993;35,40106;8;243;False
19;1033,14624023438;52,1159986021618;255,9079;36,04858;8;243;False
20;1028,251953125;46,7317813853733;255,7501;34,40997;8;243;False
21;1031,35498046875;43,3588960811806;255,8502;35,60205;8;243;False
22;1030,73388671875;49,6838988395563;255,8301;34,20135;8;243;False
23;1029,96899414063;43,8486104463227;255,8055;34,29712;8;243;False
24;1029,46520996094;45,9612473812886;255,7892;34,67316;8;243;False
25;1031,47033691406;50,6898754280992;255,8539;35,09424;8;243;False
26;1030,62646484375;43,3442118407693;255,8267;35,18616;8;243;False
27;1031,90222167969;36,5004747433122;255,8678;36,59375;8;243;False
28;1029,63220214844;45,2431663137395;255,7946;34,31079;8;243;False
29;1032,96130371094;41,5856413097742;255,902;35,94897;8;243;False
30;1032,45239257813;44,7604762683623;255,8856;35,89783;8;243;False
