Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;68,2807312011719;43,3595636558533;229,9882;27,58301;5;101,5;False
2;68,2772521972656;34,3316760063171;229,9683;27,58043;5;101,5;False
3;68,4084014892578;32,4667936134338;233,6524;28,01608;5;154,5;False
4;68,2741241455078;33,761504611969;229,9505;27,68452;5;101,5;False
5;68,4144287109375;32,6950127983093;233,6869;27,99792;5;154,5;False
6;68,281379699707;32,7537469863892;229,9919;27,57797;5;101,5;False
7;92,1085662841797;32,1583045768738;375,062;22,1972;5;262,5;False
8;68,2695236206055;32,6852027320862;229,9241;27,63086;5;101,5;False
9;68,4076461791992;31,77516456604;233,6481;27,99146;5;154,5;False
10;68,2742691040039;32,734813041687;229,9513;27,67249;5;101,5;False
11;68,3763275146484;32,536847782135;233,4691;27,95572;5;154,5;False
12;68,4682998657227;31,5982513809204;233,9947;27,84161;5;154,5;False
13;68,2740325927734;33,8318944549561;229,9499;27,6897;5;101,5;False
14;68,32275390625;32,9940560913086;233,163;28,0022;5;154,5;False
15;68,3246994018555;34,9835493087769;230,2394;27,73633;5;101,5;False
16;68,3306045532227;34,1783226966858;233,2078;28,02911;5;154,5;False
17;68,247802734375;32,5981188392639;229,8;27,64429;5;101,5;False
18;68,3563995361328;33,9942076683044;233,3553;27,94806;5;154,5;False
19;68,4774703979492;31,0624237060547;234,0471;27,82343;5;154,5;False
20;68,2789993286133;33,4687369918823;229,9783;27,5556;5;101,5;False
21;68,2945098876953;32,4784075927734;233,0016;27,79907;5;154,5;False
22;68,3879852294922;33,0345258522034;233,5357;27,9834;5;154,5;False
23;68,324348449707;32,4446960067749;230,2374;27,72168;5;101,5;False
24;82,8573684692383;33,6453148269653;328,5739;25,76434;8;232,5;False
25;78,950553894043;32,488183555603;306,2493;48,8194;8;232,5;False
26;94,0736618041992;32,638692741394;392,667;16,87659;8;232,5;False
27;68,3578872680664;32,8866576004028;233,3638;28,03479;5;154,5;False
28;68,8378753662109;31,5350438117981;241,8966;30,71228;7;137,5;False
29;68,9360809326172;33,2235544776917;242,4577;30,8252;7;137,5;False
30;68,9968795776367;32,876593875885;242,8052;30,91174;7;137,5;False
